,structure,sequence,number_of_FLS,number_of_contact,number_of_HH_contact,contact_order,energy,hydrophobicity,designability,reversed_structure,number_of_FLS_in_reversed_structure
11228,032303001210121,1111010001111110,1,8.0,7.0,0.328125,-6.9,11,152,030103011212321,1
11229,032303010101223,1111010010000001,0,8.0,5.0,0.390625,-5.0,7,601,033212121010301,1
11230,032303010101223,1111010010000011,0,8.0,6.0,0.390625,-6.0,8,601,033212121010301,1
11231,032303010101223,1111010010000111,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
11232,032303010012123,1111010010001011,1,8.0,7.0,0.375,-6.9,9,105,032321121010301,1
11233,032303010121122,1111010010010001,1,8.0,6.0,0.46875,-5.9,8,8,003303232121012,2
11234,032303010121012,1111010010011001,0,8.0,7.0,0.296875,-7.0,9,130,032303232121012,0
11235,032303010121122,1111010010011011,1,8.0,8.0,0.46875,-7.9,10,8,003303232121012,2
11236,032303010121012,1111010010011101,0,8.0,7.0,0.296875,-7.0,10,130,032303232121012,0
11237,032303010121122,1111010010011111,1,8.0,8.0,0.46875,-7.9,11,8,003303232121012,2
11238,032303010101223,1111010010100001,0,8.0,6.0,0.390625,-6.0,8,601,033212121010301,1
11239,032303010101223,1111010010100011,0,8.0,7.0,0.390625,-7.0,9,601,033212121010301,1
11240,032303010101223,1111010010100101,0,8.0,7.0,0.390625,-7.0,9,601,033212121010301,1
11241,032303010101223,1111010010100111,0,8.0,8.0,0.390625,-8.0,10,601,033212121010301,1
11242,032303010101223,1111010010101011,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
11243,032303010101223,1111010010101101,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
11244,032303010101223,1111010010101111,0,8.0,8.0,0.390625,-8.0,11,601,033212121010301,1
11245,033010121222330,1111010010110001,2,8.0,7.0,0.578125,-6.8,9,9,033222121010330,2
11246,032303010111233,1111010010110011,1,8.0,8.0,0.390625,-7.9,10,32,003222121010301,2
11247,033010121222330,1111010010110101,2,8.0,8.0,0.578125,-7.8,10,9,033222121010330,2
11248,032303010101223,1111010010110111,0,8.0,8.0,0.390625,-8.0,11,601,033212121010301,1
11249,032303010121103,1111010010111001,1,8.0,8.0,0.3125,-7.9,10,31,032212323030103,1
11250,032303010101223,1111010011000001,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
11251,032303011001221,1111010011000010,2,7.0,6.0,0.33035714285714285,-5.8,8,10,033011001212321,3
11252,032303010101223,1111010011000011,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
11253,030323212211030,1111010011000111,2,8.0,7.0,0.484375,-6.8,10,23,030112212323030,2
11254,032322101101030,1111010011010010,2,7.0,7.0,0.41964285714285715,-6.8,9,3,030101101223230,2
11255,030323212211030,1111010011010111,2,8.0,8.0,0.484375,-7.8,11,23,030112212323030,2
11256,032303010121012,1111010011011001,0,8.0,7.0,0.296875,-7.0,10,130,032303232121012,0
11257,032303010121012,1111010011011101,0,8.0,7.0,0.296875,-7.0,11,130,032303232121012,0
11258,032303010101223,1111010011100001,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
11259,032303010101223,1111010011100011,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
11260,032303010101223,1111010011100101,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
11261,032303010101223,1111010011100111,0,8.0,8.0,0.390625,-8.0,11,601,033212121010301,1
11262,032303010101223,1111010011101111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11263,032303011111232,1111010011110010,1,8.0,7.0,0.4375,-6.9,10,9,030111112323032,1
11264,032303010101223,1111010011110111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11265,032300101212223,1111010100000101,1,8.0,5.0,0.484375,-4.9,8,8,033323212110301,2
11266,032300101212123,1111010100001001,1,8.0,6.0,0.40625,-5.9,8,85,032323212110301,1
11267,032300100122122,1111010100001011,2,8.0,7.0,0.453125,-6.8,9,5,003003223221012,3
11268,032300100122122,1111010100001111,2,8.0,7.0,0.453125,-6.8,10,5,003003223221012,3
11269,033212121000033,1111010100010001,2,8.0,5.0,0.515625,-4.8,8,9,003333212121003,2
11270,030322222101030,1111010100010111,1,8.0,6.0,0.515625,-5.9,10,71,030101222223030,1
11271,032300101212123,1111010100011001,1,8.0,6.0,0.40625,-5.9,9,85,032323212110301,1
11272,030322121100030,1111010100011010,3,8.0,7.0,0.546875,-6.7,9,18,030001121223030,3
11273,033212121000033,1111010100011011,2,8.0,7.0,0.515625,-6.8,10,9,003333212121003,2
11274,030322121100030,1111010100011110,3,8.0,7.0,0.546875,-6.7,10,18,030001121223030,3
11275,030323232110121,1111010100011111,1,8.0,7.0,0.46875,-6.9,11,24,030100323232121,1
11276,032300101211232,1111010100100010,2,8.0,6.0,0.421875,-5.8,8,25,030110121223032,2
11277,032300101212223,1111010100100101,1,8.0,7.0,0.484375,-6.9,9,8,033323212110301,2
11278,032300101212123,1111010100101001,1,8.0,8.0,0.40625,-7.9,9,85,032323212110301,1
11279,032300101212123,1111010100101011,1,8.0,8.0,0.40625,-7.9,10,85,032323212110301,1
11280,032303001210121,1111010100110010,1,8.0,7.0,0.328125,-6.9,9,152,030103011212321,1
11281,032300101211232,1111010100110011,2,8.0,8.0,0.421875,-7.8,10,25,030110121223032,2
11282,032300101211232,1111010100110111,2,8.0,8.0,0.421875,-7.8,11,25,030110121223032,2
11283,032300101212123,1111010100111001,1,8.0,8.0,0.40625,-7.9,10,85,032323212110301,1
11284,032300101212123,1111010100111011,1,8.0,8.0,0.40625,-7.9,11,85,032323212110301,1
11285,030322121210103,1111010101000001,1,7.0,5.0,0.4017857142857143,-4.9,8,59,032321212110303,1
11286,030322121210103,1111010101001001,1,7.0,7.0,0.4017857142857143,-6.9,9,59,032321212110303,1
11287,033212110103033,1111010101001011,2,8.0,8.0,0.5,-7.8,10,21,003032322121003,2
11288,030322121210103,1111010101001101,1,7.0,7.0,0.4017857142857143,-6.9,10,59,032321212110303,1
11289,033212110103033,1111010101001111,2,8.0,8.0,0.5,-7.8,11,21,003032322121003,2
11290,030322121101030,1111010101010010,2,7.0,7.0,0.45535714285714285,-6.8,9,17,030101121223030,2
11291,030322121101030,1111010101010110,2,7.0,7.0,0.45535714285714285,-6.8,10,17,030101121223030,2
11292,030322121210103,1111010101011001,1,7.0,7.0,0.4017857142857143,-6.9,10,59,032321212110303,1
11293,030322121100030,1111010101011010,3,8.0,8.0,0.546875,-7.7,10,18,030001121223030,3
11294,033212110103033,1111010101011011,2,8.0,8.0,0.5,-7.8,11,21,003032322121003,2
11295,030322121210103,1111010101011101,1,7.0,7.0,0.4017857142857143,-6.9,11,59,032321212110303,1
11296,030322121100030,1111010101011110,3,8.0,8.0,0.546875,-7.7,11,18,030001121223030,3
11297,033212110103033,1111010101011111,2,8.0,8.0,0.5,-7.8,12,21,003032322121003,2
11298,032300101212223,1111010101100101,1,8.0,7.0,0.484375,-6.9,10,8,033323212110301,2
11299,033212110010333,1111010101100111,3,8.0,8.0,0.484375,-7.7,11,3,000323322121003,3
11300,032300101212123,1111010101101001,1,8.0,8.0,0.40625,-7.9,10,85,032323212110301,1
11301,032300101212123,1111010101101011,1,8.0,8.0,0.40625,-7.9,11,85,032323212110301,1
11302,032303001210121,1111010101110010,1,8.0,7.0,0.328125,-6.9,10,152,030103011212321,1
11303,032300101211232,1111010101110011,2,8.0,8.0,0.421875,-7.8,11,25,030110121223032,2
11304,032300101211232,1111010101110111,2,8.0,8.0,0.421875,-7.8,12,25,030110121223032,2
11305,032300101212123,1111010101111001,1,8.0,8.0,0.40625,-7.9,11,85,032323212110301,1
11306,032303001210121,1111010101111010,1,8.0,8.0,0.328125,-7.9,11,152,030103011212321,1
11307,032303001210121,1111010101111110,1,8.0,8.0,0.328125,-7.9,12,152,030103011212321,1
11308,032303010101223,1111010110000001,0,8.0,5.0,0.390625,-5.0,8,601,033212121010301,1
11309,032303010101223,1111010110000011,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
11310,032300110122123,1111010110001001,3,8.0,7.0,0.390625,-6.7,9,7,032332122110301,3
11311,032303010012123,1111010110001011,1,8.0,7.0,0.375,-6.9,10,105,032321121010301,1
11312,032300110121232,1111010110010011,2,8.0,8.0,0.40625,-7.8,10,8,030101211223032,2
11313,032300110121232,1111010110010111,2,8.0,8.0,0.40625,-7.8,11,8,030101211223032,2
11314,032300110122123,1111010110011001,3,8.0,8.0,0.390625,-7.7,10,7,032332122110301,3
11315,032303010121122,1111010110011011,1,8.0,8.0,0.46875,-7.9,11,8,003303232121012,2
11316,032300110122223,1111010110011101,2,8.0,8.0,0.46875,-7.8,11,2,033332122110301,3
11317,032303010121122,1111010110011111,1,8.0,8.0,0.46875,-7.9,12,8,003303232121012,2
11318,032300101211232,1111010110100010,2,8.0,6.0,0.421875,-5.8,9,25,030110121223032,2
11319,032303010101223,1111010110100011,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
11320,032300111212323,1111010110100101,2,8.0,8.0,0.453125,-7.8,10,4,030323222110301,2
11321,032303010101223,1111010110100111,0,8.0,8.0,0.390625,-8.0,11,601,033212121010301,1
11322,032300101212123,1111010110101001,1,8.0,8.0,0.40625,-7.9,10,85,032323212110301,1
11323,032300101212123,1111010110101011,1,8.0,8.0,0.40625,-7.9,11,85,032323212110301,1
11324,032303010101223,1111010110101111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11325,033010121222330,1111010110110001,2,8.0,7.0,0.578125,-6.8,10,9,033222121010330,2
11326,032303001210121,1111010110110010,1,8.0,7.0,0.328125,-6.9,10,152,030103011212321,1
11327,032303010111233,1111010110110011,1,8.0,8.0,0.390625,-7.9,11,32,003222121010301,2
11328,032303010101223,1111010110110111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11329,032303010101223,1111010111000001,0,8.0,5.0,0.390625,-5.0,9,601,033212121010301,1
11330,032300111112332,1111010111000011,2,8.0,7.0,0.421875,-6.8,10,3,033011111223032,3
11331,003011222233003,1111010111000110,4,8.0,7.0,0.5625,-6.6,10,9,033001111223033,4
11332,032300111123223,1111010111001101,2,8.0,8.0,0.46875,-7.8,11,2,033032222110301,3
11333,032300110121232,1111010111010011,2,8.0,8.0,0.40625,-7.8,11,8,030101211223032,2
11334,003011222233003,1111010111010110,4,8.0,8.0,0.5625,-7.6,11,9,033001111223033,4
11335,032300110122123,1111010111011001,3,8.0,8.0,0.390625,-7.7,11,7,032332122110301,3
11336,030322121100030,1111010111011010,3,8.0,8.0,0.546875,-7.7,11,18,030001121223030,3
11337,032303010101223,1111010111100011,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
11338,032300111212323,1111010111100101,2,8.0,8.0,0.453125,-7.8,11,4,030323222110301,2
11339,032303010101223,1111010111100111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11340,032303010101223,1111010111101111,0,8.0,8.0,0.390625,-8.0,13,601,033212121010301,1
11341,032303010101223,1111010111110111,0,8.0,8.0,0.390625,-8.0,13,601,033212121010301,1
11342,032303001210121,1111010111111010,1,8.0,8.0,0.328125,-7.9,12,152,030103011212321,1
11343,032300301012123,1111011000001011,1,8.0,6.0,0.390625,-5.9,9,127,032321210110301,1
11344,030012121232330,1111011000010001,1,8.0,5.0,0.546875,-4.9,8,90,033232121210030,2
11345,032321210101030,1111011000010010,0,7.0,5.0,0.4017857142857143,-5.0,8,436,030101012123230,0
11346,030012121232330,1111011000010101,1,8.0,6.0,0.546875,-5.9,9,90,033232121210030,2
11347,032300300121210,1111011000011111,2,8.0,7.0,0.375,-6.8,11,5,032323001001210,1
11348,030103032232121,1111011000100101,1,8.0,6.0,0.453125,-5.9,9,36,030323321210121,1
11349,032303301101123,1111011000101011,3,8.0,7.0,0.375,-6.7,10,18,032212210010301,2
11350,032322221010301,1111011000101111,1,8.0,7.0,0.421875,-6.9,11,15,032303011112123,1
11351,032303001210121,1111011000110010,1,8.0,6.0,0.328125,-5.9,9,152,030103011212321,1
11352,032303001210121,1111011000110110,1,8.0,6.0,0.328125,-5.9,10,152,030103011212321,1
11353,032303001210121,1111011000111010,1,8.0,6.0,0.328125,-5.9,10,152,030103011212321,1
11354,032321210121003,1111011001000001,0,8.0,5.0,0.34375,-5.0,8,176,033212321210103,1
11355,032321210101030,1111011001000010,0,7.0,5.0,0.4017857142857143,-5.0,8,436,030101012123230,0
11356,030322321211030,1111011001000111,2,8.0,7.0,0.5,-6.8,10,15,030112123223030,2
11357,032300301012123,1111011001001011,1,8.0,8.0,0.390625,-7.9,10,127,032321210110301,1
11358,030103032321221,1111011001001101,0,8.0,7.0,0.46875,-7.0,10,266,033032321210121,1
11359,032300301012123,1111011001001111,1,8.0,8.0,0.390625,-7.9,11,127,032321210110301,1
11360,032321210101030,1111011001010010,0,7.0,7.0,0.4017857142857143,-7.0,9,436,030101012123230,0
11361,032321210101030,1111011001010011,0,7.0,7.0,0.4017857142857143,-7.0,10,436,030101012123230,0
11362,030032321212110,1111011001010101,1,7.0,7.0,0.5446428571428571,-6.9,10,15,033232321210010,2
11363,032321210101030,1111011001010110,0,7.0,7.0,0.4017857142857143,-7.0,10,436,030101012123230,0
11364,030322321211030,1111011001010111,2,8.0,8.0,0.5,-7.8,11,15,030112123223030,2
11365,032321210101030,1111011001011010,0,7.0,7.0,0.4017857142857143,-7.0,10,436,030101012123230,0
11366,030103032321221,1111011001011101,0,8.0,7.0,0.46875,-7.0,11,266,033032321210121,1
11367,032321210101030,1111011001011110,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11368,032321210121003,1111011001100001,0,8.0,6.0,0.34375,-6.0,9,176,033212321210103,1
11369,032300012101222,1111011001100011,1,9.0,7.0,0.4097222222222222,-6.9,10,16,000323032221012,2
11370,032321210121003,1111011001100101,0,8.0,7.0,0.34375,-7.0,10,176,033212321210103,1
11371,032300012101222,1111011001100111,1,9.0,8.0,0.4097222222222222,-7.9,11,16,000323032221012,2
11372,032300012112123,1111011001101001,2,8.0,8.0,0.421875,-7.8,10,3,032322321110301,2
11373,032300301012123,1111011001101011,1,8.0,8.0,0.390625,-7.9,11,127,032321210110301,1
11374,033011012222330,1111011001110001,3,8.0,7.0,0.5625,-6.7,10,4,033222210110330,3
11375,032321210101030,1111011001110010,0,7.0,7.0,0.4017857142857143,-7.0,10,436,030101012123230,0
11376,033011012222330,1111011001110101,3,8.0,8.0,0.5625,-7.7,11,4,033222210110330,3
11377,032321210101030,1111011001110110,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11378,032300012101222,1111011001110111,1,9.0,8.0,0.4097222222222222,-7.9,12,16,000323032221012,2
11379,032300012112123,1111011001111001,2,8.0,8.0,0.421875,-7.8,11,3,032322321110301,2
11380,032321210101030,1111011001111010,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11381,032321210101030,1111011001111110,0,7.0,7.0,0.4017857142857143,-7.0,12,436,030101012123230,0
11382,032303010101223,1111011010000011,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
11383,032303010012123,1111011010001011,1,8.0,7.0,0.375,-6.9,10,105,032321121010301,1
11384,030012121232330,1111011010010001,1,8.0,7.0,0.546875,-6.9,9,90,033232121210030,2
11385,032321232303010,1111011010010010,0,7.0,6.0,0.3125,-6.0,9,38,030101212321210,0
11386,032300010121233,1111011010010011,1,8.0,8.0,0.421875,-7.9,10,21,003232121110301,2
11387,030012121232330,1111011010010101,1,8.0,8.0,0.546875,-7.9,10,90,033232121210030,2
11388,032303010121012,1111011010011001,0,8.0,7.0,0.296875,-7.0,10,130,032303232121012,0
11389,030012121232330,1111011010011101,1,8.0,8.0,0.546875,-7.9,11,90,033232121210030,2
11390,032303010101223,1111011010100001,0,8.0,6.0,0.390625,-6.0,9,601,033212121010301,1
11391,032303010101223,1111011010100011,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
11392,032303010101223,1111011010100101,0,8.0,7.0,0.390625,-7.0,10,601,033212121010301,1
11393,032303010101223,1111011010100111,0,8.0,8.0,0.390625,-8.0,11,601,033212121010301,1
11394,032303010101223,1111011010101011,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
11395,032303010101223,1111011010101101,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
11396,032303010101223,1111011010101111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11397,030012121232330,1111011010110001,1,8.0,7.0,0.546875,-6.9,10,90,033232121210030,2
11398,032321232303010,1111011010110010,0,7.0,6.0,0.3125,-6.0,10,38,030101212321210,0
11399,030012121232330,1111011010110101,1,8.0,8.0,0.546875,-7.9,11,90,033232121210030,2
11400,032303010101223,1111011010110111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11401,032303010121103,1111011010111001,1,8.0,8.0,0.3125,-7.9,11,31,032212323030103,1
11402,032303011001221,1111011011000010,2,7.0,6.0,0.33035714285714285,-5.8,9,10,033011001212321,3
11403,032300011112333,1111011011000011,2,8.0,7.0,0.4375,-6.8,10,3,000322221110301,3
11404,030012122123330,1111011011001101,2,8.0,8.0,0.53125,-7.8,11,5,033321221210030,3
11405,030012121232330,1111011011010001,1,8.0,7.0,0.546875,-6.9,10,90,033232121210030,2
11406,032321210101030,1111011011010010,0,7.0,7.0,0.4017857142857143,-7.0,10,436,030101012123230,0
11407,032300010121233,1111011011010011,1,8.0,8.0,0.421875,-7.9,11,21,003232121110301,2
11408,030012121232330,1111011011010101,1,8.0,8.0,0.546875,-7.9,11,90,033232121210030,2
11409,030012122233301,1111011011011001,3,8.0,8.0,0.515625,-7.7,11,2,032221110103323,3
11410,032321210101030,1111011011011010,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11411,033011122233301,1111011011011011,3,9.0,9.0,0.5347222222222222,-8.7,12,3,032221110003223,3
11412,030012121232330,1111011011011101,1,8.0,8.0,0.546875,-7.9,12,90,033232121210030,2
11413,033322211103032,1111011011011111,3,9.0,9.0,0.5347222222222222,-8.7,13,4,032321110003332,2
11414,032300012111033,1111011011100001,2,8.0,7.0,0.3125,-6.8,10,4,003222123330103,3
11415,032303010101223,1111011011100011,0,8.0,7.0,0.390625,-7.0,11,601,033212121010301,1
11416,032303010101223,1111011011100111,0,8.0,8.0,0.390625,-8.0,12,601,033212121010301,1
11417,032303010101223,1111011011101111,0,8.0,8.0,0.390625,-8.0,13,601,033212121010301,1
11418,032321210101030,1111011011110010,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11419,032300012101222,1111011011110111,1,9.0,9.0,0.4097222222222222,-8.9,13,16,000323032221012,2
11420,032321210101030,1111011011111010,0,7.0,7.0,0.4017857142857143,-7.0,12,436,030101012123230,0
11421,033011122233301,1111011011111011,3,9.0,9.0,0.5347222222222222,-8.7,13,3,032221110003223,3
11422,033322210012123,1111011011111101,3,9.0,9.0,0.4236111111111111,-8.7,13,4,032321123330001,2
11423,032300012101222,1111011011111111,1,9.0,9.0,0.4097222222222222,-8.9,14,16,000323032221012,2
11424,030322222101030,1111011100000111,1,8.0,6.0,0.515625,-5.9,10,71,030101222223030,1
11425,030012121232330,1111011100010001,1,8.0,5.0,0.546875,-4.9,9,90,033232121210030,2
11426,000322221101030,1111011100010011,3,8.0,7.0,0.5,-6.7,10,11,030101122223000,2
11427,030012121232330,1111011100010101,1,8.0,6.0,0.546875,-5.9,10,90,033232121210030,2
11428,030322222101030,1111011100010111,1,8.0,7.0,0.515625,-6.9,11,71,030101222223030,1
11429,000322221100103,1111011100011001,4,8.0,7.0,0.484375,-6.6,10,7,032332211110333,3
11430,030322121100030,1111011100011010,3,8.0,7.0,0.546875,-6.7,10,18,030001121223030,3
11431,032300001123211,1111011100011110,2,8.0,7.0,0.375,-6.8,11,12,003230011112321,3
11432,032300101211232,1111011100100010,2,8.0,6.0,0.421875,-5.8,9,25,030110121223032,2
11433,032300101212223,1111011100100101,1,8.0,7.0,0.484375,-6.9,10,8,033323212110301,2
11434,032300101212123,1111011100101001,1,8.0,8.0,0.40625,-7.9,10,85,032323212110301,1
11435,032300101212123,1111011100101011,1,8.0,8.0,0.40625,-7.9,11,85,032323212110301,1
11436,032303001210121,1111011100110010,1,8.0,7.0,0.328125,-6.9,10,152,030103011212321,1
11437,032300101212123,1111011100111001,1,8.0,8.0,0.40625,-7.9,11,85,032323212110301,1
11438,032300101212123,1111011100111011,1,8.0,8.0,0.40625,-7.9,12,85,032323212110301,1
11439,032321210121003,1111011101000001,0,8.0,5.0,0.34375,-5.0,9,176,033212321210103,1
11440,030103032321221,1111011101001101,0,8.0,7.0,0.46875,-7.0,11,266,033032321210121,1
11441,032321210101030,1111011101010010,0,7.0,7.0,0.4017857142857143,-7.0,10,436,030101012123230,0
11442,000322221101030,1111011101010011,3,8.0,8.0,0.5,-7.7,11,11,030101122223000,2
11443,030032321212110,1111011101010101,1,7.0,7.0,0.5446428571428571,-6.9,11,15,033232321210010,2
11444,032321210101030,1111011101010110,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11445,030322321211030,1111011101010111,2,8.0,8.0,0.5,-7.8,12,15,030112123223030,2
11446,000322221100103,1111011101011001,4,8.0,8.0,0.484375,-7.6,11,7,032332211110333,3
11447,030322121100030,1111011101011010,3,8.0,8.0,0.546875,-7.7,11,18,030001121223030,3
11448,032300001123211,1111011101011110,2,8.0,8.0,0.375,-7.8,12,12,003230011112321,3
11449,032321210121003,1111011101100001,0,8.0,6.0,0.34375,-6.0,10,176,033212321210103,1
11450,032300012101222,1111011101100011,1,9.0,7.0,0.4097222222222222,-6.9,11,16,000323032221012,2
11451,032321210121003,1111011101100101,0,8.0,7.0,0.34375,-7.0,11,176,033212321210103,1
11452,032300012101222,1111011101100111,1,9.0,8.0,0.4097222222222222,-7.9,12,16,000323032221012,2
11453,032300101212123,1111011101101001,1,8.0,8.0,0.40625,-7.9,11,85,032323212110301,1
11454,032321210101030,1111011101110010,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11455,032321210101030,1111011101110110,0,7.0,7.0,0.4017857142857143,-7.0,12,436,030101012123230,0
11456,032300012101222,1111011101110111,1,9.0,8.0,0.4097222222222222,-7.9,13,16,000323032221012,2
11457,032300101212123,1111011101111001,1,8.0,8.0,0.40625,-7.9,12,85,032323212110301,1
11458,032303001210121,1111011101111010,1,8.0,8.0,0.328125,-7.9,12,152,030103011212321,1
11459,032303001210121,1111011101111110,1,8.0,8.0,0.328125,-7.9,13,152,030103011212321,1
11460,032321232110103,1111011110001001,1,8.0,7.0,0.34375,-6.9,10,129,032322101210103,1
11461,032321232110103,1111011110001101,1,8.0,7.0,0.34375,-6.9,11,129,032322101210103,1
11462,030012121232330,1111011110010001,1,8.0,7.0,0.546875,-6.9,10,90,033232121210030,2
11463,032300010121233,1111011110010011,1,8.0,8.0,0.421875,-7.9,11,21,003232121110301,2
11464,030012121232330,1111011110010101,1,8.0,8.0,0.546875,-7.9,11,90,033232121210030,2
11465,030012121232330,1111011110011101,1,8.0,8.0,0.546875,-7.9,12,90,033232121210030,2
11466,030012121232330,1111011110110001,1,8.0,7.0,0.546875,-6.9,11,90,033232121210030,2
11467,032303001210121,1111011110110010,1,8.0,7.0,0.328125,-6.9,11,152,030103011212321,1
11468,030012121232330,1111011110110101,1,8.0,8.0,0.546875,-7.9,12,90,033232121210030,2
11469,033321232111030,1111011110110111,2,9.0,9.0,0.4791666666666667,-8.8,13,13,030111232123330,1
11470,033321232111030,1111011110111111,2,9.0,9.0,0.4791666666666667,-8.8,14,13,030111232123330,1
11471,032300103011221,1111011111000110,2,8.0,7.0,0.328125,-6.8,11,8,033001210112321,3
11472,032321210101030,1111011111010010,0,7.0,7.0,0.4017857142857143,-7.0,11,436,030101012123230,0
11473,030012121232330,1111011111010101,1,8.0,8.0,0.546875,-7.9,12,90,033232121210030,2
11474,032300103011221,1111011111010110,2,8.0,8.0,0.328125,-7.8,12,8,033001210112321,3
11475,033321121233301,1111011111011011,3,9.0,9.0,0.3819444444444444,-8.7,13,7,032221010012223,2
11476,030012121232330,1111011111011101,1,8.0,8.0,0.546875,-7.9,13,90,033232121210030,2
11477,032300012111033,1111011111100001,2,8.0,7.0,0.3125,-6.8,11,4,003222123330103,3
11478,033321123321110,1111011111101101,2,9.0,9.0,0.3680555555555556,-8.8,13,4,033321123321110,2
11479,033321123321110,1111011111101111,2,9.0,9.0,0.3680555555555556,-8.8,14,4,033321123321110,2
11480,032321210101030,1111011111110010,0,7.0,7.0,0.4017857142857143,-7.0,12,436,030101012123230,0
11481,032300012101222,1111011111110111,1,9.0,9.0,0.4097222222222222,-8.9,14,16,000323032221012,2
11482,032303001210121,1111011111111010,1,8.0,8.0,0.328125,-7.9,13,152,030103011212321,1
11483,033321121233301,1111011111111011,3,9.0,9.0,0.3819444444444444,-8.7,14,7,032221010012223,2
11484,032300012101222,1111011111111111,1,9.0,9.0,0.4097222222222222,-8.9,15,16,000323032221012,2
11485,030103032321221,1111100000001001,0,8.0,4.0,0.46875,-4.0,7,266,033032321210121,1
11486,030103032321221,1111100000001101,0,8.0,5.0,0.46875,-5.0,8,266,033032321210121,1
11487,030103032321221,1111100000001111,0,8.0,5.0,0.46875,-5.0,9,266,033032321210121,1
11488,032321210101030,1111100000010010,0,7.0,4.0,0.4017857142857143,-4.0,7,436,030101012123230,0
11489,032321210101030,1111100000011010,0,7.0,4.0,0.4017857142857143,-4.0,8,436,030101012123230,0
11490,032303010101223,1111100000100011,0,8.0,4.0,0.390625,-4.0,8,601,033212121010301,1
11491,030103032222210,1111100000111001,1,8.0,6.0,0.4375,-5.9,9,17,032222210103010,1
11492,032323001010121,1111100001000010,1,7.0,4.0,0.38392857142857145,-3.9,7,55,030101011232321,1
11493,030103032321221,1111100001001101,0,8.0,6.0,0.46875,-6.0,9,266,033032321210121,1
11494,030103032321221,1111100001001111,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
11495,032323001010121,1111100001010010,1,7.0,6.0,0.38392857142857145,-5.9,8,55,030101011232321,1
11496,032323001010121,1111100001011010,1,7.0,6.0,0.38392857142857145,-5.9,9,55,030101011232321,1
11497,032323001011122,1111100001011011,2,8.0,7.0,0.515625,-6.8,10,1,003332322101012,3
11498,030103032321221,1111100001011101,0,8.0,6.0,0.46875,-6.0,10,266,033032321210121,1
11499,032323001001123,1111100001100011,2,8.0,6.0,0.40625,-5.8,9,4,032211211030301,3
11500,032303011112123,1111100001101001,1,8.0,6.0,0.421875,-5.9,9,9,032322221010301,1
11501,032323001001123,1111100001101011,2,8.0,7.0,0.40625,-6.8,10,4,032211211030301,3
11502,032323001010121,1111100001110010,1,7.0,6.0,0.38392857142857145,-5.9,9,55,030101011232321,1
11503,032323001010121,1111100001111010,1,7.0,6.0,0.38392857142857145,-5.9,10,55,030101011232321,1
11504,030103332123211,1111100001111011,1,9.0,7.0,0.4097222222222222,-6.9,11,42,003230322210121,2
11505,030103332123211,1111100001111111,1,9.0,7.0,0.4097222222222222,-6.9,12,42,003230322210121,2
11506,032303010101223,1111100010000011,0,8.0,4.0,0.390625,-4.0,8,601,033212121010301,1
11507,030103323321121,1111100010000101,2,8.0,6.0,0.453125,-5.8,8,17,030032232210121,3
11508,030103323321121,1111100010000111,2,8.0,6.0,0.453125,-5.8,9,17,030032232210121,3
11509,030101221232330,1111100010010001,1,8.0,6.0,0.53125,-5.9,8,55,033232122101030,2
11510,030103323212210,1111100010011001,2,8.0,7.0,0.421875,-6.8,9,26,032232121103010,2
11511,030103323212210,1111100010011011,2,8.0,7.0,0.421875,-6.8,10,26,032232121103010,2
11512,030300121211232,1111100010100010,2,7.0,4.0,0.49107142857142855,-3.8,8,20,030110101223232,2
